words,rgb,hsb
Rock,-6104398,-15124814
Lee,-10044999,-13452952
mouths,-2241045,-1364283
dropped,-3939894,-8382518
besides,-3492144,-5555248
Their,-6106183,-14730055
whistled,-2438454,-3528267
gathered,-4410649,-7715353
teammates,-1982272,-4182123
missions,-2436895,-2020919
picture,-2893110,-3990070
SRank,-5725524,-12696660
Rank,-6116137,-12230185
Thats,-4795476,-12247636
awe,-5442119,-15792199
Bet,-12207637,-8328384
hurt,-2625820,-1830953
Everyone,-5447222,-14673974
examiners,-4136499,-9103155
Morino,-6760483,-14519843
Ibiki,-6964794,-13206074
testing,-2440995,-2279737
brain,-4596308,-11856212
Anyone,-7415846,-14509094
caught,-4606229,-8502293
cheating,-4403776,-10017344
cannot,-3947551,-6671135
resume,-1587504,-3133815
taking,-2637626,-3788611
worried,-2436915,-3332681
mentally,-2438445,-2937923
physically,-2439469,-2936899
meaning,-3292992,-5886016
cheat,-5253191,-13689415
quickly,-2433590,-3532109
pencil,-3751725,-6540077
paper,-3488035,-5099043
answers,-2636060,-1821991
grinning,-3288122,-5692730
examiner,-4136512,-9562432
gotten,-2897183,-2478367
exam,-3737428,-9304916
skipping,-2241082,-3791194
tenth,-1327913,-2672509
woman,-3090477,-4185645
hyper,-4395299,-10088739
proctor,-3086374,-3861286
told,-3089712,-4383024
Six,-8534280,-13109012
Expect,-8072220,-14167836
Unexpected,-4596295,-11462471
Scarface,-5261652,-12635732
Wasnt,-5256473,-12242713
Sasukekun,-4403760,-9492272
exclaimed,-3487047,-7067975
clenching,-3946820,-8443204
fists,-2893849,-2087705
shut,-1588242,-1165410
Tonight,-4600371,-10344243
party,-1780764,-1824865
celebrate,-5060915,-11850291
ending,-4139079,-9626183
invited,-4136493,-8841005
wear,-1328724,-5492887
clothing,-3094832,-4313392
tonight,-2241075,-3331924
celebration,-4404525,-9294893
boredly,-3488038,-5230374
partying,-2241069,-2938447
piercing,-2245440,-4181341
paled,-3493936,-5488176
house,-2897170,-1625618
needed,-3753546,-7851594
dyed,-4785223,-13237575
tips,-1587491,-2281070
knocked,-4402998,-9755190
knock,-4140838,-8116006
pushing,-3482915,-5365539
highpitched,-3488829,-6410813
noise,-2241850,-3790426
outside,-2893104,-3596592
stampeded,-3091534,-6152526
Hi,-10893824,-16777216
partys,-1780764,-1824865
Wheres,-4801328,-10406192
Over,-5705287,-16117063
dance,-5066025,-10665769
Change,-7421774,-13925198
teleport,-2632749,-2939704
bound,-3946770,-6212114
girls,-3745820,-6151196
wonder,-2897187,-2740771
Normally,-5254182,-12966438
answer,-3094812,-3067164
stares,-1781558,-3529331
lately,-3949327,-5816335
Behind,-8075588,-13980484
whispered,-1325380,-4445586
pointed,-3284544,-6154560
satisfied,-3095606,-4640822
Kankuros,-5450787,-13752611
smiled,-2439492,-4445527
dancing,-4802089,-10011689
younger,-1585709,-2938487
hardened,-4607267,-8830243
demon,-3750189,-6606893
shadow,-3289648,-5101360
recovered,-1979722,-4840053
extremely,-3746841,-5953561
immediately,-4400442,-10216250
secret,-1787443,-3327850
upstairs,-1584937,-2676854
possibilities,-2241085,-3987805
crash,-3288148,-7201364
MITSUKO,-9408400,-12685218
standing,-2438471,-4643162
becoming,-3488836,-6804292
directly,-4140825,-7591193
wish,-2439449,-1625137
give,-4405519,-8047119
gained,-3493188,-6604612
careful,-4410649,-7715353
disappearing,-4797734,-10605094
grey,-2235207,-4648041
Partys,-5254172,-12769308
blacking,-4404551,-10213703
leaning,-3292992,-5886016
glum,-3485458,-4314130
Looks,-6757926,-15111206
awake,-4401236,-11003220
exactly,-3280452,-6550852
blacked,-5059150,-12770638
home,-4400429,-9756973
clean,-5254215,-13557831
carried,-3950131,-7391027
wipe,-2636067,-2281006
task,-2446105,-1618990
indifferently,-3090500,-5562948
Watch,-6375701,-12356885
Seven,-6568207,-13273103
Forest,-8068633,-14954009
Death,-6570836,-13805140
teams,-2240340,-5496945
chatting,-3093063,-5692231
idiot,-3092282,-4971322
himself,-3292976,-4967472
consider,-3745850,-7528506
tongue,-2890554,-4254522
neck,-3098190,-6016846
Out,-9376021,-15733861
instinct,-3483683,-5365027
Afterwards,-6105126,-14531366
certain,-3099949,-3981357
gate,-4412181,-7385877
deciding,-3753540,-7523396
carry,-3484700,-4904988
heaven,-2442816,-4180819
scroll,-1982246,-2476631
strongest,-2891302,-2942502
stated,-1584977,-5300112
Which,-6372410,-13739578
genius,-3943459,-7264547
often,-3486997,-4378389
Sasukes,-3752752,-6605104
tossed,-1586483,-3331450
eavesdropping,-3486249,-5494057
freaky,-5056550,-12311846
grins,-3480378,-6679354
Enemy,-7215175,-15633479
Group,-6102566,-15122982
Guy,-11079941,-15664362
Earth,-6572316,-12485916
scrolls,-1982246,-2476631
Whatever,-4601139,-10278195
ended,-4602186,-10868554
Start,-5248084,-14676564
unlocked,-2899763,-3722547
sensing,-2441001,-2673214
Soon,-5711142,-14735142
eavesdropped,-3290419,-5231923
pinched,-4144186,-8638778
pinching,-3292211,-5164851
Too,-8267046,-14691366
slow,-1126182,-2480017
tackled,-3294026,-6410314
yell,-1787440,-3130984
pins,-1980713,-2674523
harder,-4410652,-7846684
disappears,-4144159,-7457567
set,-1590805,-1359712
distraction,-3482938,-6546234
speeded,-3749191,-7919943
pinned,-2441018,-3788622
worrying,-1778989,-2941295
interrupting,-3286307,-4513571
unable,-3288142,-6807886
Him,-10893613,-13642946
mutter,-2239513,-1628224
Youve,-4142354,-7130642
finally,-3487021,-5690413
late,-3953429,-5681941
although,-4600341,-9425173
slowly,-1126165,-1365129
normally,-2894886,-2939430
lunged,-3746874,-7462202
urgently,-3086381,-4320301
Dunno,-7215913,-15300649
matters,-1985817,-1620553
worse,-1127708,-1822857
burning,-4138275,-8314659
bottom,-3286307,-4513571
lip,-3094819,-3526179
frowns,-2630175,-2023979
push,-3084569,-3141657
dodging,-4403002,-9952058
fangs,-4404521,-9163561
hitting,-3291423,-4050207
spurted,-2890541,-3402029
arm,-5446445,-14739757
winced,-2899770,-4181818
stunned,-3087917,-4253485
battling,-3097385,-3786537
weakened,-2902336,-4507968
grip,-3283770,-5892922
fled,-4599623,-11066695
safe,-3101508,-5358148
searing,-2637632,-4182089
throughout,-2435110,-2481470
yelling,-2637613,-2935607
Eight,-7874624,-14769216
Alone,-7617574,-13390630
lots,-2434325,-1367343
watched,-3492144,-5555248
wouldve,-2898194,-1624594
eyelids,-3087946,-6023754
wet,-673301,-1359768
towel,-3091467,-2151691
relieved,-3492127,-4636447
kinda,-4146729,-7652393
rivals,-3749141,-5558037
response,-1981475,-2280533
bushes,-4598809,-9754649
rustled,-2630192,-3138619
Kin,-10238249,-13576345
under,-2892362,-5236554
Chouji,-6568240,-13735984
injured,-3285568,-6153792
distract,-3745078,-7397942
fuzzy,-2230785,-63026
blur,-3485458,-4314130
kicks,-3287118,-6874190
200,200,200
oh,-2440448,-16777216
million,-2898221,-3330093
Sakurachan,-4405578,-10213194
laying,-3489571,-5032227
marking,-3491363,-4899619
curse,-3288092,-4053020
Kakashis,-6564922,-14525498
enormous,-2630950,-2482225
effort,-3485485,-5757229
knowing,-2896425,-3134761
broke,-4403750,-9164070
hugged,-4140103,-9494599
vanished,-3095603,-4443955
paying,-3096355,-3459363
hugging,-4138294,-9036342
holding,-4402989,-9492781
serpents,-1784099,-2281058
blade,-5061716,-12506964
shirt,-1779770,-3793015
pants,-1783081,-2675560
knees,-3940935,-9037639
releasing,-3490608,-5622064
closing,-3749161,-6542121
comforting,-3746854,-6543910
wake,-2642739,-3325244
helping,-3489581,-5557037
nonexistent,-2889786,-4255034
bang,-4805417,-9550377
OW,-9401600,-16777216
WHAT,-8103614,-14008510
WAS,-7650691,-10718083
THAT,-8300222,-14007998
FOR,-11374470,-12027324
Idiot,-6565690,-14393914
blinked,-4403776,-10017344
twice,-3287098,-5759034
suitable,-1980743,-4642418
environment,-3482153,-5759785
Tenten,-4802089,-10011689
always,-5446418,-14476818
mysterious,-2434329,-1629747
plain,-3091540,-6546004
troublesome,-2634281,-2676020
freaked,-5056583,-12968519
Creepy,-8265254,-15084582
secretive,-2438458,-3790415
beat,-3294804,-7000148
curious,-3480345,-5039897
begins,-4602157,-9949229
depressed,-2901549,-3327533
old,-2436938,-4841054
ARE,-12420529,-12955863
alike,-4406330,-9556282
admit,-4599597,-10279213
spill,-2435130,-3792976
brown,-3088934,-3858982
comfort,-3745062,-6676518
related,-4140861,-9034813
Isn,-10688553,-15411404
avoiding,-3945008,-7657264
hadn,-3298122,-6276170
matter,-2247961,-1620538
Nine,-7223593,-13593897
Lost,-5711129,-14603545
ten,-1328681,-2671740
won,-664873,-2678966
cautious,-2636060,-1821991
forgotten,-3289631,-4117279
reveal,-3296543,-3849247
wearing,-2244416,-4182109
bloodstained,-3098163,-4376371
clothes,-2635062,-3528256
field,-3752775,-7720775
legs,-2442816,-4180819
tired,-3097372,-2999324
view,-932167,-4642472
gasping,-3491363,-4899619
screaming,-3294000,-4966704
symbols,-2888752,-3600176
whole,-1983270,-2475606
focused,-3481162,-7465546
row,-1778955,-711768
houses,-2897173,-1822485
inhabitants,-3094838,-4641334
tripped,-2891328,-4581696
Help,-6571568,-13013296
memory,-2634265,-1626660
youngest,-1583149,-2940539
unexpected,-2892359,-5039943
neither,-1983296,-4181354
Shouldn,-4142394,-8771130
tower,-3088907,-2219787
Let,-10044949,-12522620
Ten,-8275497,-12856873
Heaven,-5916224,-13351488
Sound,-5716242,-13287954
RECEP,-10264504,-13875147
spotted,-2628406,-3533377
Tower,-6562315,-14652427
Suddenly,-5447226,-14739514
halt,-2642736,-3128377
owner,-3478569,-5893929
pleasant,-3481166,-7662414
beside,-4606256,-9487408
smirks,-1781545,-2676841
show,-1129510,-2477195
shortcut,-1581626,-3794309
analyzing,-4136499,-9103155
scenarios,-2638633,-2672435
pout,-1778962,-1170781
instantly,-2242841,-1625149
ambush,-3285575,-6547271
calms,-3945776,-7590960
sighs,-2893888,-4579648
follow,-3745055,-6348575
happening,-3294000,-4966704
Here,-7882268,-12663068
breaking,-4599616,-10869824
heads,-4403028,-10805332
closes,-3292191,-4049695
enters,-4596249,-10150169
board,-3488084,-7657812
riddle,-3290442,-6543946
FF,-11382272,-16777216
Take,-6574899,-12422195
protest,-1782303,-2020193
death,-3097428,-6410836
Unravel,-5708595,-15393075
smoking,-3093033,-3921193
Iruka,-6961426,-13266706
clock,-5059110,-11851046
happy,-3091491,-3594531
stronger,-2891312,-3598128
complicities,-4142374,-7983654
Oro,-9378598,-15213934
escaped,-5054026,-13429322
unharmed,-3747638,-7264822
Actually,-5716259,-13551139
replaced,-3296570,-5424186
clone,-3947558,-6999078
disappear,-5061663,-11193119
jounins,-2633503,-2020906
spies,-3087930,-5040186
overheard,-3285578,-6678346
targets,-2444569,-1620526
Eleven,-6372410,-13739578
Truth,-4795410,-10475026
brightly,-4136489,-8709673
reminding,-3093053,-5101885
lost,-2237721,-1629761
grabbed,-4797774,-11787086
cliff,-4798778,-11064122
tugged,-2894919,-5038151
quietly,-2430006,-3534927
gasped,-3296563,-5030451
blazing,-3290432,-5953600
couldn,-4143391,-7589151
wilted,-1130301,-3985302
sparkles,-2630980,-4449358
noticing,-3095593,-3853609
leaned,-2901585,-5623633
kissed,-2441011,-3329351
lightly,-2435130,-3792976
lips,-2439459,-2281018
shocked,-3946806,-7787062
guilt,-3740730,-7925818
II,-10724352,-16777216
sorry,-1774620,-1830505
grabs,-4791124,-12774740
twists,-1577257,-2683265
trembling,-2634301,-3987783
debating,-4404551,-10213703
plan,-2436948,-5496935
befriend,-3294023,-6278983
days,-3298053,-2272773
betray,-3493135,-3716879
destroying,-2635043,-2282030
killing,-3488045,-5623853
scheduled,-3098931,-4375859
lone,-3941673,-7659561
slid,-3288890,-5692218
wiped,-2638627,-2278701
live,-3946767,-6081039
Twelve,-5705287,-16117063
Preliminaries,-3944260,-8641860
vigorously,-1320243,-3334800
gasps,-3290393,-3788569
Sarutobi,-5059875,-11653667
explained,-3487034,-6346298
Jounin,-6565663,-14062879
uproar,-1784860,-1821276
caused,-3296560,-4833584
group,-2629158,-2483762
Would,-5454098,-12765714
excuse,-2888010,-5239626
themselves,-2236999,-4646760
injury,-2433567,-2023993
worry,-1315868,-1830540
activated,-3487037,-6543165
pushed,-3091507,-4512819
match,-3950869,-5946389
Kiba,-7878993,-14182481
Akamaru,-5456698,-12962618
fought,-4403733,-8507669
counts,-3939861,-7005205
Knowing,-5059113,-11916585
win,-669993,-2674601
inner,-4137513,-8577833
congratulate,-4135741,-9562941
Becoming,-5913668,-13877828
soft,-1582404,-4449418
Is,-10688768,-16777216
insult,-2436121,-1628210
nerve,-1787420,-1818969
Byakugan,-6952010,-15834698
ruin,-2232634,-3797599
Gai,-11096890,-12532157
shrugged,-2442032,-3131716
Suit,-5050682,-13693498
temper,-1787430,-2475104
punches,-3090490,-4972602
thingy,-1982239,-2017361
Work,-5448988,-14016028
skill,-2437690,-3791183
polishing,-3285562,-5825850
anger,-5055040,-13100608
management,-3295539,-5031219
classes,-2893134,-5498446
pissed,-1982259,-3329377
Later,-7420181,-13325077
Armour,-7411750,-15427878
Sand,-6771497,-12221481
Thirteen,-5056576,-12837184
Heirloom,-5059888,-11916336
father,-4148505,-6732313
necklace,-3751761,-8246353
silver,-1326886,-2476669
chain,-4403796,-10739284
entwined,-3291423,-4050207
heirloom,-2897200,-3527728
generation,-3290422,-5428790
wearer,-1328698,-3787143
hasn,-3298073,-3453977
meant,-2895700,-5824596
expecting,-4402217,-9427497
scream,-3100710,-3521318
grass,-2890580,-5893460
examining,-3745088,-7922752
carefully,-4408082,-7848210
Be,-12207872,-16777216
Don,-11740457,-12134625
emotional,-2899753,-3066409
cause,-3296530,-3127314
putting,-2630943,-2023211
clarify,-2438478,-5102433
purify,-3091474,-2545170
recognizes,-2436928,-4185173
praying,-2239552,-4185696
revealing,-3490605,-5490733
sphere,-3087940,-5630276
traveled,-2439492,-4445527
engulfing,-3288132,-6283076
cross,-3283750,-4778022
spread,-3095603,-4443955
darkened,-4410659,-8109347
concentrating,-3486262,-6215734
merchant,-3486266,-6412602
brighter,-4794409,-11263529
bigger,-4800304,-10538032
repeating,-3490601,-5293865
streams,-2635046,-2478641
icy,-3755269,-4240389
cyclone,-4396093,-10809405
speeding,-3094848,-5231936
upward,-3284525,-5105453
Inside,-7223600,-13726256
lunging,-3941673,-7659561
spoke,-2438438,-2478653
mark,-3101468,-2929948
Fourteen,-5906989,-14929453
Revealed,-6114591,-12361247
Jiraiya,-7223570,-13262354
Tsunade,-5256496,-12702768
directed,-4802073,-9551897
Care,-8278812,-11870492
explain,-3485488,-5888304
sighed,-2899783,-4969031
academy,-3492160,-6408512
grew,-2431815,-4648029
wideeyed,-3293993,-4507433
frozen,-2241065,-2676044
letting,-2899743,-2410527
helplessly,-1978170,-3791722
cuts,-3281173,-3928085
Afterward,-7612454,-14505766
closest,-2636831,-2018090
remembers,-3747635,-7133747
Finished,-6567219,-13999155
faces,-4601166,-11131726
Most,-5711129,-14603545
angry,-3741760,-8121664
expression,-2633507,-2283310
certainly,-3097375,-3195935
creates,-4134983,-9956935
forgot,-4400409,-9100825
jounin,-3092255,-3331615
Fifteen,-5259079,-12702279
Main,-6378298,-12556602
Matches,-5458224,-12436528
disgusting,-3746847,-6215967
maybe,-4148485,-5878789
burn,-3936540,-7598108
arena,-4143431,-9229895
vs,-923904,-16777216
doubts,-5053973,-12444693
Noticing,-5454889,-12963113
became,-5454154,-13686602
uneasy,-3285542,-4710950
plenty,-2433574,-2482751
Like,-7420211,-13789491
cornered,-4144156,-7391772
Wherever,-4797741,-10802221
scene,-2246983,-4639586
Something,-5710394,-15064378
clicked,-5059136,-12442176
relaxed,-4139069,-9232701
stadium,-3090483,-4579123
NOTE,-10719103,-12025519
NOT,-9604991,-12025496
assuming,-3091497,-3922473
Right,-6367296,-14791744
fastforwarding,-2440243,-3329864
blast,-3482196,-7924052
hole,-4400432,-9888048
Darting,-5916195,-12824611
roof,-3089702,-3792934
glad,-4599636,-11460692
Stay,-4396116,-11530836
Regardless,-4798774,-10932790
darted,-3099955,-4375091
chuckles,-5058339,-11917091
qualities,-3093037,-4118061
Brave,-6566484,-14593364
mother,-3487001,-4640537
brothers,-2893110,-3990070
interest,-3284528,-5302064
licked,-3293006,-6673486
barrier,-3098163,-4376371
blocking,-4404528,-9360432
Furious,-5708569,-15195417
trunk,-1976338,-1169998
Claw,-6369108,-14727252
oddly,-2893898,-5235530
chase,-3294036,-7000660
changing,-3489607,-6935111
Sixteen,-4144937,-7850537
levitating,-3093040,-4314928
ignored,-3747642,-7461690
awakened,-4601152,-10672192
Ichibi,-7229501,-12743741
emerge,-3290439,-6347079
bother,-4601113,-9424665
snarl,-1780820,-5497480
floated,-5055030,-12903734
lesson,-2438435,-2282042
Struggling,-4402989,-9492781
generous,-3287081,-4775465
blinking,-3487034,-6346298
bed,-5260874,-12504650
Taking,-6111034,-13611834
surroundings,-2241059,-2282567
burst,-3478556,-5238300
lie,-3094855,-5690951
usually,-2434339,-2285372
Picking,-5716285,-13946173
piece,-3751751,-7787079
scribbled,-2903357,-4310333
note,-3745045,-5889301
transported,-2893872,-3596080
Packing,-5719613,-13288253
Seventeen,-5913628,-13284636
Facing,-7618375,-13790279
Reality,-4144950,-8375862
rid,-1784138,-4839294
Probably,-5908541,-14798397
Curious,-5905177,-15191833
precious,-2893110,-3990070
Say,-8540933,-11404303
goodbye,-4602901,-9029653
Tell,-5719600,-13025072
Third,-5063482,-11586362
serious,-2438425,-1625905
staying,-1976384,-4186480
solemn,-3090477,-4185645
act,-5459221,-11647253
grave,-2634324,-5496413
news,-2246155,-703535
Stunned,-5447213,-14608173
disbelief,-4604720,-9685296
furious,-3283737,-4056857
proof,-2436902,-2479934
hesitantly,-2630966,-3531329
snatched,-2637642,-4838227
doesn,-3287111,-6480455
Shut,-5061650,-10864658
Throughout,-4139046,-8314150
herself,-3294758,-4310054
isn,-3741737,-7072553
heaved,-2442833,-5295970
sigh,-2898240,-4576576
believing,-4406317,-9096749
nightmare,-4138301,-9298749
Eighteen,-6760516,-14851908
Curses,-6761500,-14190620
Sorrow,-5252373,-13032725
engulfed,-3487044,-6871108
imagined,-4144192,-8835648
Spotting,-4139056,-8707888
building,-3749178,-7329338
placed,-3750993,-8312401
hesitant,-3482934,-6349366
Walking,-5064237,-11126317
remembered,-3944260,-8641860
saves,-3093775,-2346255
trouble,-2438445,-2937923
expect,-4598812,-9885724
welcome,-3487024,-5821488
Literally,-5909542,-14337318
gazed,-4411393,-6664193
Yondaime,-5062451,-11586867
questions,-1973043,-3336809
brings,-3944233,-7460905
whenever,-2635053,-2937911
decisions,-3747638,-7264822
answering,-3289641,-4707625
shook,-1980710,-2477912
Whereyou,-3944998,-7263526
Making,-6766394,-13602618
rejoin,-2244400,-3132496
Deidara,-7425325,-12607277
weeks,-1978183,-4644212
spying,-2630947,-2285359
haven,-4407055,-7848975
strike,-2630963,-3334718
appreciate,-3948333,-7260973
concern,-4404515,-8901155
widen,-2634314,-4840531
Told,-6563120,-14787376
silenced,-3750208,-7525696
Lift,-5716292,-14012228
Reluctantly,-4600351,-9753375
bandages,-5062454,-11652662
showing,-2243625,-2673994
growing,-3091497,-3922473
bandage,-5067574,-10796598
pulsate,-2896419,-2741283
pulsating,-2633517,-2939192
breath,-5445700,-15134276
memories,-3287091,-5365555
Great,-8263751,-15617095
chuckled,-5062435,-11192611
bored,-5060892,-11259164
lit,-3094805,-2673429
backyard,-3487057,-7592785
Running,-5252393,-13361193
sis,-1587481,-1625192
choose,-3746870,-7331126
wants,-1127721,-2675600
sounded,-3094829,-4116525
Nodding,-6369082,-14396730
Ready,-6759764,-15181908
blurred,-3941677,-7856429
Grabbing,-6371655,-14069319
Sorry,-5248028,-14020124
Jumping,-5711149,-14800941
hidden,-4407098,-9424698
Sensing,-4800297,-10340905
focusing,-2894916,-4841284
signs,-2238528,-4186465
sensation,-2440995,-2279737
Wondering,-5452333,-13555245
surprise,-1779757,-2940526
wings,-2435113,-2678337
shaking,-3095616,-5231168
truth,-1322002,-1169019
connection,-3094838,-4641334
Nineteen,-6367290,-14725434
Betrayal,-6570767,-12615951
shakes,-2442038,-3525194
cleverer,-3486259,-6018867
meets,-2240327,-4644198
guesser,-2626631,-4649298
Compared,-6374182,-13015334
compared,-3949350,-6866470
living,-3486249,-5494057
knows,-1974822,-2482782
learning,-2636871,-4641872
Kisame,-7877168,-14110000
smacked,-3944270,-9035598
understand,-3093040,-4314928
dreaded,-5059143,-12573511
continued,-2636086,-3527232
seat,-1590868,-5492875
energy,-3290406,-4510246
tingled,-3487034,-6346298
gasp,-3298073,-3453977
fidget,-4407088,-9096240
Bind,-8534313,-13576243
Deciding,-6112836,-13414980
readied,-3948366,-8770638
tingling,-2898227,-3723827
remembering,-3487037,-6543165
remained,-3949357,-7194669
grow,-2431782,-2484288
bear,-3491412,-7524436
receded,-3754314,-7785290
Done,-8267049,-14692137
parents,-2899737,-2082329
birth,-3292188,-3852828
beyond,-3946793,-7196457
Unable,-6761550,-14787150
unusual,-1973811,-3336041
Snapping,-4599623,-11066695
gather,-4148505,-6732313
Those,-5063462,-11060774
disguises,-3486246,-5362982
speaker,-3091527,-5759047
Hmph,-7416867,-14246179
job,-3482961,-7726673
friends,-3482180,-7136836
tensed,-1590842,-3787129
Somehow,-4600361,-10016041
Ask,-12392499,-10040045
minus,-1976361,-2678367
levitate,-2897203,-3724595
flap,-3288916,-7135316
flown,-2632742,-2480689
gently,-2898969,-2083097
startled,-2631748,-4448846
Try,-8264453,-15010821
aim,-5454125,-13226029
accidentally,-3750205,-7394365
Kinshimaru,-3949357,-7194669
Elemental,-5260086,-12175926
dragons,-3482176,-6940224
circling,-4405549,-9162797
kin,-3291433,-4640553
daresay,-3290426,-5625402
dropping,-3288112,-5168176
inches,-3946803,-7655987
throw,-1975580,-1826390
Leader,-7423546,-13200186
discuss,-3941657,-7003673
unhappy,-2434352,-3137864
enemy,-3741767,-8449607
devastated,-5253158,-13163814
interpreted,-3749148,-5885980
letter,-2246169,-1622075
goal,-3745108,-8841044
folded,-4601149,-10540861
visible,-3098150,-3589158
shock,-3291430,-4443942
send,-3294761,-4506665
listened,-3097379,-3458339
mood,-3941670,-7528486
dangerous,-3946783,-6737183
partially,-2244393,-2673226
spree,-3093788,-3133468
Twenty,-5443878,-15200550
Face,-8082254,-12999246
Mirror,-5910300,-14008348
amazing,-3289664,-6019648
hideout,-3288880,-5101872
Turning,-5055779,-12377891
straight,-3744304,-7201840
prefer,-3289651,-5297971
sending,-3489577,-5294633
faltered,-3493158,-4963878
burned,-3943475,-7920691
Putting,-5055775,-12312351
knelt,-3284551,-6548039
survive,-2434325,-1367343
male,-3756848,-6274096
verge,-2639388,-1818918
tears,-1584980,-5496978
twinge,-1975616,-4187249
jealousy,-2893107,-3793459
written,-1579072,-4189580
misery,-3746831,-5494287
headquarters,-4794406,-11132198
aren,-4135751,-9890887
drifted,-4790336,-12381504
overcome,-2438454,-3528267
swallowed,-1780804,-4448125
shone,-2245414,-2475591
mangekyo,-2441008,-3132485
sharingan,-2638650,-3787587
bolted,-3290429,-5822269
drenched,-4144196,-9032516
sweat,-3477831,-7467847
starts,-1774646,-3534970
growl,-2434342,-2482239
kitchen,-3750960,-6737712
Opening,-5451578,-13884218
flaw,-2633556,-5496925
Thinking,-4602938,-10211642
imagination,-3942461,-8446269
spilling,-2437690,-3791183
Unfortunately,-2633530,-3791684
resist,-2895641,-2086169
forever,-3742515,-7465523
suffering,-3288118,-5496118
echo,-3493181,-6210877
unwilling,-2894889,-3136041
senses,-1590819,-2278249
mad,-2904906,-5162058
heal,-3491412,-7524436
un,-1124608,-16777216
Steam,-6955591,-15177799
rising,-2896429,-3331629
sealed,-2442833,-5295970
shed,-3292231,-6280263
TwentyOne,-6756403,-15506995
Rooftop,-5250598,-13624870
headed,-4408913,-10145617
outdoors,-3087135,-3467295
Stopping,-4597808,-10608432
Life,-7420228,-13989188
chaotic,-4139079,-9626183
betrayal,-4145935,-6602767
friendship,-3288128,-6086208
liked,-3949363,-7457331
Young,-5059090,-11391250
carefree,-4802844,-9485852
sadness,-1985843,-3326558
lasted,-2247987,-3326544
gazing,-3948323,-6801699
shouting,-1782320,-3135341
adults,-4402965,-8639509
overexert,-3089699,-3661603
Brother,-5254198,-13229366
slowed,-1129530,-3789205
lowered,-4137513,-8577833
narrows,-1981461,-1361994
Reidono,-5453107,-13489459
talked,-2444605,-3982671
rises,-3287065,-3922713
Her,-10896924,-12655538
fatal,-5063445,-10600981
damaging,-4408883,-8963891
tame,-3101485,-3980077
lay,-3101445,-1486341
Ninja,-6571561,-12881193
killer,-3292966,-4377126
surely,-3088914,-2613266
unknown,-2238495,-2022469
effective,-4404534,-9623094
unbeatable,-3950131,-7391027
expects,-3746844,-6084636
Exiting,-5710387,-14998579
urge,-2890560,-4647744
Sasori,-5454121,-13160233
TwentyTwo,-6557222,-16034598
Prodigy,-4795443,-11328563
fights,-4139053,-8576557
Neither,-4408128,-9555264
Smirking,-4404538,-9754170
action,-4602143,-9489695
Apparently,-5249843,-13953587
perfect,-2639414,-3524671
flipping,-3093050,-4905274
chasing,-3750976,-7524928
widening,-2635076,-4446285
reaction,-3091527,-5759047
Slightly,-5252393,-13361193
presence,-3094842,-4903738
Losing,-6957101,-14583341
entertain,-5057564,-11917340
clutching,-3488048,-5755184
Breath,-8919108,-15614823
blew,-3092295,-5692743
vapor,-1784099,-2281058
added,-5065034,-11782986
tinge,-2899753,-3066409
obscured,-4143388,-7458076
cloud,-3095590,-3656742
bubble,-5251662,-14084174
opening,-3092282,-4971322
Scanning,-4602951,-10671175
travel,-1126980,-4447135
searching,-2441031,-4641370
pulling,-3286317,-5038381
clattering,-3091524,-5562180
metal,-4144149,-7063573
surprises,-1779750,-2481514
specialty,-3286326,-5562934
wound,-1784082,-1165910
believe,-4605471,-8962591
unfolded,-2897223,-5036359
Double,-8530989,-14363704
orbs,-1973073,-5303680
Track,-6760532,-15050580
blind,-3947578,-7917882
wounded,-2898221,-3330093
dagger,-4607280,-9290032
planted,-3285582,-6940750
track,-3287124,-7202132
purpose,-3087132,-3270428
harm,-3494684,-4306204
flame,-3750996,-8443732
designs,-3490595,-4965667
iridescent,-3750185,-6410025
escape,-5054026,-13429322
Pulling,-5449005,-14213421
thrown,-1975587,-2285403
Throwing,-4599597,-10279213
rush,-2887961,-2158617
wind,-2898217,-3067689
TwentyThree,-6105123,-14531107
Infection,-6370605,-13935661
mustered,-3093788,-3133468
complicated,-4406313,-8899881
sapped,-1985846,-3523424
seeped,-1984074,-4836977
dissipated,-4140845,-8444205
poison,-1975603,-3334759
Floating,-6564912,-14458672
itch,-3937358,-9564750
shoot,-1976358,-2481501
doubted,-5053997,-12904237
Keeling,-5914426,-13614394
jerked,-3491379,-5752627
emitting,-2894906,-4185402
inching,-3945021,-8247613
collapsed,-3292982,-5295670
space,-3290452,-7134292
weakly,-1981485,-2936413
trance,-1979726,-5102456
depths,-3097375,-3195935
glint,-3482170,-6612282
underneath,-3748400,-6936368
comes,-4791853,-11724589
chin,-3947578,-7917882
beating,-3751744,-7458880
noses,-3743257,-6218777
millimetres,-3942441,-7593513
tremble,-3093821,-5101373
bewildered,-4600374,-10475574
aback,-5260116,-12833364
murdered,-4142364,-7589916
weren,-2636060,-1821991
assassin,-5053977,-12510233
falters,-2444582,-2473530
thinks,-1980713,-2674523
Shaking,-5454912,-13357632
slapped,-2893902,-5497934
stormed,-2892342,-3990838
laid,-3953466,-7388986
hell,-3491376,-5621296
nap,-2642723,-2275372
rumbled,-3940922,-8447290
Guess,-6362183,-15843655
foul,-3745042,-5758226
froze,-2241062,-2479434
